index,group_index,group_name,filename,relative_name,path
0,0,picc,picc000_D5.wav,picc/picc000_D5.wav,./wav/picc/picc000_D5.wav
1,0,picc,picc001_Dis5.wav,picc/picc001_Dis5.wav,./wav/picc/picc001_Dis5.wav
2,0,picc,picc002_E5.wav,picc/picc002_E5.wav,./wav/picc/picc002_E5.wav
3,0,picc,picc003_F5.wav,picc/picc003_F5.wav,./wav/picc/picc003_F5.wav
4,0,picc,picc004_Fis5.wav,picc/picc004_Fis5.wav,./wav/picc/picc004_Fis5.wav
5,0,picc,picc005_G5.wav,picc/picc005_G5.wav,./wav/picc/picc005_G5.wav
6,0,picc,picc006_Gis5.wav,picc/picc006_Gis5.wav,./wav/picc/picc006_Gis5.wav
7,0,picc,picc007_A5.wav,picc/picc007_A5.wav,./wav/picc/picc007_A5.wav
8,0,picc,picc008_Ais5.wav,picc/picc008_Ais5.wav,./wav/picc/picc008_Ais5.wav
9,0,picc,picc009_H5.wav,picc/picc009_H5.wav,./wav/picc/picc009_H5.wav
10,0,picc,picc010_C6.wav,picc/picc010_C6.wav,./wav/picc/picc010_C6.wav
11,0,picc,picc011_Cis6.wav,picc/picc011_Cis6.wav,./wav/picc/picc011_Cis6.wav
12,0,picc,picc012_D6.wav,picc/picc012_D6.wav,./wav/picc/picc012_D6.wav
13,0,picc,picc013_Dis6.wav,picc/picc013_Dis6.wav,./wav/picc/picc013_Dis6.wav
14,0,picc,picc014_E6.wav,picc/picc014_E6.wav,./wav/picc/picc014_E6.wav
15,0,picc,picc015_F6.wav,picc/picc015_F6.wav,./wav/picc/picc015_F6.wav
16,0,picc,picc016_Fis6.wav,picc/picc016_Fis6.wav,./wav/picc/picc016_Fis6.wav
17,0,picc,picc017_G6.wav,picc/picc017_G6.wav,./wav/picc/picc017_G6.wav
18,0,picc,picc018_Gis6.wav,picc/picc018_Gis6.wav,./wav/picc/picc018_Gis6.wav
19,0,picc,picc019_A6.wav,picc/picc019_A6.wav,./wav/picc/picc019_A6.wav
20,0,picc,picc020_Ais6.wav,picc/picc020_Ais6.wav,./wav/picc/picc020_Ais6.wav
21,0,picc,picc021_H6.wav,picc/picc021_H6.wav,./wav/picc/picc021_H6.wav
22,0,picc,picc022_C7.wav,picc/picc022_C7.wav,./wav/picc/picc022_C7.wav
